,ID,Label,Statement,Subject,Speaker,Speaker Job,State,Party Aff,Credit,True,Half true,Mostly true,Pants on fire,Context
7138,11457.json,false,"Says CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack was coming. So they did have advanced notice.",terrorism,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on CNN's ""New Day"""
4898,7000.json,true,Connecticuts take on slot machines is 25 cents on the dollar. And the states take on table games: zero.,"economy,gambling,state-budget,state-finances",diane-hurley,Chief executive officer of Newport Grand,Rhode Island,business-leader,0.0,0.0,0.0,0.0,0.0,"an interview on ""10 News Conference"""
7130,8524.json,mostly-true,"Says Rick Scott cut education by $1.3 billion in his first year, then in his second year he decreases funding by $300 million to our state universities.","education,state-budget,stimulus",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,an interview on MSNBC
5111,6002.json,half-true,"When it comes to what little bit of job creation was happening in Massachusetts (when Mitt Romney was governor), it was happening in the public sector at six times the rate that it was happening in the private sector.",jobs,martin-omalley,Maryland governor,Maryland,democrat,3.0,1.0,10.0,4.0,0.0,an appearance on Meet the Press
530,724.json,true,"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Elko, Nev."
2060,3280.json,mostly-true,Sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for Georgia.,Alcohol,distilled-spirits-council-united-states,,"Washington, D.C.",organization,0.0,0.0,0.0,1.0,0.0,an op-ed
1271,909.json,false,On whether to seat Roland Burris as the new senator from Illinois.,ethics,harry-reid,Senate Democratic Leader,Nevada,democrat,4.0,5.0,3.0,7.0,3.0,public statements.
5212,4339.json,half-true,"We rank below Ethiopia, Im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below China and (South) Korea.","economy,foreign-policy,trade",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a television interview
1114,11182.json,mostly-true,The United States has the highest incarceration rate in the world.,"crime,criminal-justice",jim-webb,writer,Virginia,democrat,1.0,0.0,1.0,5.0,0.0,a web post.
4984,6868.json,half-true,"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education.","candidates-biography,education,state-budget",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a Web ad
8411,11983.json,false,Says the New York Times can write a story that they know is false yet they cant basically be sued.,legal-issues,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on ""Fox News Sunday"""
5173,6634.json,mostly-true,"Under President Bush in eight years, we added $4.9 trillion to the debt. Under President Obama, weve added $5.3 trillion to the debt in the 3.5 years hes been in office.",debt,kelly-ayotte,U.S. Senator,New Hampshire,republican,2.0,1.0,1.0,4.0,0.0,"a town hall meeting in Merrimack, N.H."
8699,12886.json,mostly-true,Bruce Rauner is of record that he will fully support the Trump candidacy. Its documented. Its available.,elections,michael-madigan,Speaker of the House ,Illinois,democrat,1.0,0.0,0.0,1.0,0.0,"Interview with WSIU and WBBM, published Aug. 1. "
4638,5204.json,half-true,President Obama has said he is going to cut veterans benefits.,"deficit,veterans",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,a Republican presidential primary debate
3124,13175.json,true,"Even our attorney general who is a strong Democrat, she has said that we need causation in our workers comp system. Thats the No. 1 thing pushing our manufacturing jobs out of Illinois.",jobs,bruce-rauner,Governor,Illinois,republican,1.0,0.0,1.0,0.0,0.0,a press conference
9454,11427.json,mostly-true,Fifteen out of the 20 most polluted cities in the world are in India and China.,"climate-change,environment,foreign-policy",jim-webb,writer,Virginia,democrat,1.0,0.0,1.0,5.0,0.0,a Democratic presidential debate in Las Vegas
2830,6528.json,half-true,"Says U.S. Senate rival Tommy Thompson wants to give a new $265,000 tax cut to millionaires like himself while raising taxes on the middle class.","message-machine-2012,taxes",tammy-baldwin,U.S. Representative,Wisconsin,democrat,5.0,5.0,7.0,4.0,0.0,a television ad
3173,7964.json,false,Says the mandate is 71 times that a childs body will be injected with a disease for immunizations.,"children,public-health",jason-conger,legislator,Oregon,republican,0.0,1.0,0.0,1.0,0.0,a House floor speech
2571,8959.json,half-true,Oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot.,environment,gordon-challstrom,Gubernatorial candidate,Oregon,republican,0.0,0.0,1.0,0.0,0.0,a campaign website statement
6120,12957.json,pants-fire,Says Donald Trumps Make America Great Again caps are made in China.,"candidates-biography,china,economy",celia-israel,"Realtor; Texas House member, District 50",Texas,democrat,0.0,0.0,1.0,0.0,1.0,a press conference by Austin Democrats
6813,2592.json,true,New Castle Countys unemployment rate has not almost doubled in the last two years.,economy,chris-coons,"County executive of New Castle County, Delaware",Delaware,democrat,1.0,0.0,0.0,0.0,0.0,"a televised debate, disputing a claim by Republican Christine O'Donnell"
2726,78.json,mostly-true,And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...,iraq,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Washington, DC."
2925,10122.json,barely-true,Says Charlie Crist could have expanded Medicaid after the health care law passed but didnt.,"florida,health-care,medicaid",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a gubernatorial debate in Jacksonville
4797,6878.json,pants-fire,Says Mitt Romney plans to fire Big Bird.,federal-budget,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a campaign event outside Speaker John Boehner press conference in Derry, NH"
4854,8123.json,barely-true,"Texas women make an average of $8,355 less per year than men doing the very same job.","economy,jobs,women,workers",wendy-davis,state senator,Texas,democrat,5.0,1.0,8.0,12.0,1.0,an email blast.
2724,3273.json,pants-fire,"Says under his budget-repair bill, collective bargaining is fully intact.","labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a radio interview
7848,4775.json,half-true,Solar and wind energy are both cheaper than nuclear right now.,"energy,environment",bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,an interview on The Daily Show
9135,13351.json,false,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.,taxes,americans-prosperity,,,none,6.0,7.0,2.0,1.0,2.0,a web ad
4716,1985.json,half-true,"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",health-care,judson-hill,,,republican,1.0,0.0,1.0,0.0,0.0,a campaing mailer
8557,6157.json,pants-fire,"Says a lip-reading instructor at the River School, a Washington, D.C., school for the deaf has determined that during 9/11 ceremonies, Michelle Obama said, All this for a damn flag.",patriotism,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a message forwarded to many people
6378,671.json,true,"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.""","afghanistan,foreign-policy,military",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a speech at the Democratic National Convention in Denver
6392,11771.json,barely-true,I helped write the Affordable Care Act.,"corrections-and-updates,health-care",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,comments during the South Carolina Democratic presidential debate
4997,8796.json,half-true,"During my administration, funding for education has increased by over $930 million.","education,state-budget",nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a speech
5903,7929.json,mostly-true,"Proposed cuts in the House farm bill mean 2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts.","agriculture,hunger,welfare",barbara-lee,Congresswoman from California's 13th district,California,democrat,0.0,0.0,0.0,2.0,0.0,an interview with MSNBC
7654,4197.json,true,"When I served as City Commissioner, we made great strides we successfully fought for, and won, adding women and people of color to the Fire Bureau.",diversity,charlie-hales,"Senior vice president, HDR Engineering",Oregon,none,1.0,1.0,0.0,0.0,0.0,Posted at charliehales.com 
1077,9020.json,half-true,On delaying a health care mandate on business.,"health-care,jobs",ann-mclane-kuster,Attorney,New Hampshire,democrat,2.0,1.0,3.0,0.0,0.0,in a radio interview
3892,540.json,mostly-true,"Barack Obama ""cut taxes for working families.""",taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a television ad
9673,8313.json,half-true,"Says President Barack Obama has amended, delayed, or repealed 19 components of his very own (health care) law.",health-care,tom-graves,,,republican,1.0,0.0,5.0,0.0,1.0,"an interview on ABC's ""This Week"""
7881,8007.json,mostly-true,Says Obama administration delay of health care laws employer mandate affects about 1 percent of the American workforce.,health-care,robert-menendez,U.S. Senator,New Jersey,democrat,1.0,3.0,1.0,3.0,0.0,an interview on NBC’s “Meet the Press”
5130,6521.json,barely-true,"Says Obama puts 15 unelected, unaccountable bureaucrats in charge of Medicare, who are required to cut Medicare ... that will lead to denied care for current seniors.",medicare,paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,"a speech in The Villages, Fla."
6450,3141.json,barely-true,Regulations on developers have thwarted construction on county-owned land in Milwaukees downtown Park East corridor.,"jobs,labor",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,1.0,0.0,0.0,1.0,0.0,a statement at a candidate forum
7211,11066.json,true,"Says she called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight early on in the financial crisis.","candidates-biography,economy,financial-regulation",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,remarks in Manhattan
4791,1273.json,barely-true,"Health proposal would create a ""40% tax on health care benefits of middle-class workers.""","health-care,taxes",health-care-america-now,health care reform advocacy group,"Washington, D.C.",none,2.0,1.0,0.0,0.0,0.0,a television ad
10189,8329.json,barely-true,"With Obamacare, were fixing to get hit with the biggest entitlement program the American taxpayers have ever seen.","federal-budget,health-care",saxby-chambliss,U.S. Senator,Georgia,republican,1.0,1.0,3.0,4.0,1.0,"a discussion on CNN's ""Crossfire"""
9561,3858.json,mostly-true,Oil companies are able to sell oil that costs no more to produce today than it did one year ago.,"energy,gas-prices",jeff-merkley,U.S. Senator,Oregon,democrat,0.0,1.0,3.0,6.0,0.0,a speech on the Senate floor
4013,257.json,half-true,"...some of those (tax increases) were either court-ordered, or they were voted on by the people and approved by the people for (such) things as roads.",taxes,mike-huckabee,author,Arkansas,republican,12.0,5.0,9.0,3.0,4.0,a TV interview on NBC.
8039,13516.json,false,"In Wisconsin, 300,000 voters were turned away by the states strict voter ID law in the 2016 presidential election.","civil-rights,elections,legal-issues,states",tweets,,,none,2.0,3.0,1.0,2.0,3.0,tweets
9465,3688.json,pants-fire,"Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans.","immigration,terrorism",john-thrasher,Republican Party of Florida Chairman,Florida,republican,2.0,1.0,0.0,0.0,1.0,comments on the Senate floor
5091,9032.json,half-true,Using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law.,taxes,tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,an interview
4650,9043.json,barely-true,"In the recent House special election in Florida, Democrats got outspent in a Republican district.",campaign-finance,democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,a fundraising email
7388,5452.json,half-true,The U.S. has a record number of oil rigs operating right now more working oil and gas rigs than the rest of the world combined.,energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech in Miami
3640,3377.json,false,State employees will have to pay 100 percent of their pensions and health insurance after 2012.,"health-care,labor,state-budget",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email apparently focused on Wisconsin corrections workers
